Test strain	Target strain	Time (H)	Estimate effect on target	Estimate effect on test	"FDR Adj PValue, effect on target"	"FDR Adj PValue, effect on test"	Ecological interaction type	Consensus ecological interaction type
RBL156	RBL53	24	0.006131085	-0.017733382	0.187397444	0.701088081	Neutralism	neutralism
RBL156	RBL53	36	0.022775975	-0.020784225	0.000890798	0.643798849	Commensalism	neutralism
RBL156	RBL53	48	0.02188835	-0.024788255	0.000879462	0.576561679	Commensalism	neutralism
RBL156	RBL53	60	0.010548061	-0.027900657	0.013996712	0.530994976	Commensalism	neutralism
RBL156	RBL53	72	0.005307721	-0.028120188	0.121582874	0.547279986	Neutralism	neutralism
RBL156	RBL53	84	0.008306037	-0.030043141	0.177727103	0.536530551	Neutralism	neutralism
RBL156	RBL53	96	0.005810026	-0.029824101	0.385718462	0.542658312	Neutralism	neutralism
RBL156	RBL53	108	0.001817927	-0.030922649	0.771710745	0.527984105	Neutralism	neutralism
RBL156	RBL53	120	0.00164411	-0.02738935	0.783292889	0.561759678	Neutralism	neutralism
RBL156	RBL53	132	0.000875253	-0.026396962	0.882484383	0.581477696	Neutralism	neutralism
RBL156	RBL53	144	0.001721565	-0.023124524	0.672480288	0.616389027	Neutralism	neutralism
RBL156	RBL53	156	0.002068824	-0.023179789	0.465578017	0.616273051	Neutralism	neutralism
RBL156	RBL53	168	0.001294082	-0.023550872	0.527259183	0.619577331	Neutralism	neutralism
RBL156	RBL62	12	0.002854458	-0.005471655	0.536574466	0.91007602	Neutralism	neutralism
RBL156	RBL62	24	-0.000314206	-0.013713279	0.944634811	0.752518859	Neutralism	neutralism
RBL156	RBL62	36	0.015002054	-0.019046799	0.013420174	0.644094533	Commensalism	neutralism
RBL156	RBL62	48	0.018696282	-0.023636396	0.018287764	0.555855709	Commensalism	neutralism
RBL156	RBL62	60	0.00958751	-0.026341721	0.236060283	0.504885529	Neutralism	neutralism
RBL156	RBL62	72	-0.001616843	-0.024442887	0.833382447	0.54698839	Neutralism	neutralism
RBL156	RBL62	84	-0.009108479	-0.021477592	0.313726154	0.60734648	Neutralism	neutralism
RBL156	RBL62	96	-0.020419333	-0.014737367	0.070647367	0.72334381	Neutralism	neutralism
RBL156	RBL62	108	-0.021664764	-0.017426455	0.061072232	0.682730402	Neutralism	neutralism
RBL156	RBL62	120	-0.021291941	-0.015830086	0.058579304	0.705572477	Neutralism	neutralism
RBL156	RBL62	132	-0.02165935	-0.016438136	0.042992704	0.69434493	Amensalism	neutralism
RBL156	RBL62	144	-0.021200329	-0.015884623	0.049220381	0.706064048	Amensalism	neutralism
RBL156	RBL62	156	-0.020392146	-0.010859294	0.046583368	0.806482235	Amensalism	neutralism
RBL156	RBL62	168	-0.01886907	-0.002319477	0.052469927	0.96171175	Neutralism	neutralism
RBL156	RBL101	12	0.074046442	-0.032971762	0.244867014	0.763801699	Neutralism	neutralism
RBL156	RBL101	24	0.070559496	-0.027403695	0.325741976	0.812915588	Neutralism	neutralism
RBL156	RBL101	36	0.075975381	-0.027301564	0.291454629	0.816544593	Neutralism	neutralism
RBL156	RBL101	48	0.075384329	-0.026394481	0.284319589	0.823966753	Neutralism	neutralism
RBL156	RBL101	60	0.070893486	-0.026864565	0.298020809	0.821589153	Neutralism	neutralism
RBL156	RBL101	72	0.072995058	-0.029541621	0.277807371	0.804105079	Neutralism	neutralism
RBL156	RBL101	84	0.077626486	-0.03360966	0.23340009	0.780088616	Neutralism	neutralism
RBL156	RBL101	96	0.084443767	-0.027327068	0.200745306	0.825224142	Neutralism	neutralism
RBL156	RBL101	108	0.085312456	-0.026104502	0.201217611	0.835206219	Neutralism	neutralism
RBL156	RBL101	120	0.086303267	-0.021657816	0.194238285	0.862094926	Neutralism	neutralism
RBL156	RBL101	132	0.084946401	-0.022093348	0.200035937	0.858708264	Neutralism	neutralism
RBL156	RBL101	144	0.085369547	-0.019901191	0.195702474	0.871060209	Neutralism	neutralism
RBL156	RBL101	156	0.084691428	-0.021435265	0.186286556	0.859278353	Neutralism	neutralism
RBL156	RBL101	168	0.083939754	-0.020143057	0.188602561	0.866995617	Neutralism	neutralism
RBL156	RBL102	12	0.000354066	0.030927416	0.86287106	1.64802E-05	Commensalism	commensalism
RBL156	RBL102	24	0.002184821	0.029881875	0.602570953	0.002147388	Commensalism	commensalism
RBL156	RBL102	36	0.017726905	0.022831961	0.002662808	0.013735746	Cooperation	commensalism
RBL156	RBL102	48	0.021656461	0.018297827	0.001861289	0.069278457	Commensalism	commensalism
RBL156	RBL102	60	0.013275436	0.015040133	0.053739381	0.191127311	Neutralism	commensalism
RBL156	RBL102	72	0.007044304	0.016195786	0.304034726	0.207644397	Neutralism	commensalism
RBL156	RBL102	84	0.00633087	0.018098846	0.308166615	0.153698656	Neutralism	commensalism
RBL156	RBL102	96	0.00165786	0.020937863	0.744145015	0.06578805	Neutralism	commensalism
RBL156	RBL102	108	0.001072919	0.017995998	0.775357832	0.07309542	Neutralism	commensalism
RBL156	RBL102	120	-0.000768294	0.018780387	0.774102613	0.060891433	Neutralism	commensalism
RBL156	RBL102	132	-0.000255431	0.020464155	0.953011893	0.039803327	Commensalism	commensalism
RBL156	RBL102	144	-0.002240578	0.019515965	0.550560826	0.048176285	Commensalism	commensalism
RBL156	RBL102	156	-0.003730796	0.019733871	0.302813762	0.037478462	Commensalism	commensalism
RBL156	RBL102	168	-0.00589205	0.019363209	0.094484408	0.037299503	Commensalism	commensalism
RBL156	RBL103	12	-0.06930495	-0.024455291	0.072491465	0.623724593	Neutralism	neutralism
RBL156	RBL103	24	-0.06447234	-0.024852233	0.080953765	0.614698377	Neutralism	neutralism
RBL156	RBL103	36	-0.049024557	-0.02879457	0.21205312	0.554807256	Neutralism	neutralism
RBL156	RBL103	48	-0.048270188	-0.030635035	0.223737507	0.527734261	Neutralism	neutralism
RBL156	RBL103	60	-0.053480703	-0.031237737	0.159371264	0.523448554	Neutralism	neutralism
RBL156	RBL103	72	-0.055459473	-0.032290938	0.153989547	0.523650589	Neutralism	neutralism
RBL156	RBL103	84	-0.055427177	-0.032882901	0.169373149	0.534324659	Neutralism	neutralism
RBL156	RBL103	96	-0.055017441	-0.031795712	0.171471633	0.548558755	Neutralism	neutralism
RBL156	RBL103	108	-0.056212717	-0.033723296	0.167699045	0.519818435	Neutralism	neutralism
RBL156	RBL103	120	-0.057392609	-0.03160218	0.150920474	0.530230969	Neutralism	neutralism
RBL156	RBL103	132	-0.059944769	-0.030004873	0.133279796	0.558007662	Neutralism	neutralism
RBL156	RBL103	144	-0.061929854	-0.025864992	0.118927391	0.598587853	Neutralism	neutralism
RBL156	RBL103	156	-0.06459717	-0.025405355	0.105231371	0.607723277	Neutralism	neutralism
RBL156	RBL103	168	-0.064280941	-0.026030359	0.099801489	0.605859206	Neutralism	neutralism
RBL156	RBL110	12	0.003395148	-0.026129346	0.279713871	0.601118106	Neutralism	neutralism
RBL156	RBL110	24	0.009664625	-0.022434007	0.018203499	0.648657234	Commensalism	neutralism
RBL156	RBL110	36	0.02571033	-0.024516812	5.91757E-05	0.610763513	Commensalism	neutralism
RBL156	RBL110	48	0.023942573	-0.028359606	0.000241863	0.551823291	Commensalism	neutralism
RBL156	RBL110	60	0.012701709	-0.034714538	0.004952606	0.466906828	Commensalism	neutralism
RBL156	RBL110	72	0.002318821	-0.038655922	0.341863645	0.426879079	Neutralism	neutralism
RBL156	RBL110	84	-0.002165045	-0.041510886	0.52480332	0.415671487	Neutralism	neutralism
RBL156	RBL110	96	-0.003983561	-0.039380505	0.432582077	0.447246429	Neutralism	neutralism
RBL156	RBL110	108	-0.010668417	-0.040303201	0.087261713	0.440492654	Neutralism	neutralism
RBL156	RBL110	120	-0.011236069	-0.035546605	0.098505341	0.485931724	Neutralism	neutralism
RBL156	RBL110	132	-0.01288612	-0.035284763	0.054311491	0.490351204	Neutralism	neutralism
RBL156	RBL110	144	-0.015607384	-0.032293277	0.023781792	0.507730693	Amensalism	neutralism
RBL156	RBL110	156	-0.016751004	-0.032080176	0.016211601	0.507374934	Amensalism	neutralism
RBL156	RBL110	168	-0.018056212	-0.032328026	0.008357018	0.509374449	Amensalism	neutralism
RBL156	RBL111	12	0.008875842	0.04084086	0.108479525	0.000476486	Commensalism	commensalism
RBL156	RBL111	24	0.004968136	0.036754506	0.607301167	0.01992156	Commensalism	commensalism
RBL156	RBL111	36	0.011864767	0.031984721	0.000176662	0.039980349	Cooperation	commensalism
RBL156	RBL111	48	0.006684713	0.02871551	0.035402515	0.068159197	Commensalism	commensalism
RBL156	RBL111	60	-0.004463916	0.030076546	0.037345205	0.089168435	Amensalism	commensalism
RBL156	RBL111	72	-0.008764792	0.033815661	0.047676397	0.076611397	Amensalism	commensalism
RBL156	RBL111	84	-0.016945675	0.038656659	0.104383099	0.046209077	Commensalism	commensalism
RBL156	RBL111	96	-0.019891733	0.040231018	0.057192782	0.023249658	Commensalism	commensalism
RBL156	RBL111	108	-0.015764879	0.038080589	0.121260743	0.022032688	Commensalism	commensalism
RBL156	RBL111	120	-0.013084607	0.04225913	0.219258619	0.02047721	Commensalism	commensalism
RBL156	RBL111	132	-0.009224184	0.044672138	0.422639737	0.018690639	Commensalism	commensalism
RBL156	RBL111	144	-0.00851931	0.044779687	0.480964833	0.017635845	Commensalism	commensalism
RBL156	RBL111	156	-0.007702082	0.045653079	0.510217929	0.01361785	Commensalism	commensalism
RBL156	RBL111	168	-0.007478167	0.045642054	0.523016092	0.011950099	Commensalism	commensalism
RBL156	RBL117	12	-0.00075593	0.031246296	0.760183734	7.75885E-05	Commensalism	neutralism
RBL156	RBL117	24	-0.005543757	0.02419456	0.104552729	0.000906527	Commensalism	neutralism
RBL156	RBL117	36	0.005247333	0.019672384	0.337885138	0.007502391	Commensalism	neutralism
RBL156	RBL117	48	0.006160967	0.013810084	0.251695913	0.089497294	Neutralism	neutralism
RBL156	RBL117	60	-0.003321467	0.011258018	0.569243959	0.169871903	Neutralism	neutralism
RBL156	RBL117	72	-0.009897465	0.01340814	0.165303414	0.130763727	Neutralism	neutralism
RBL156	RBL117	84	-0.015664066	0.013465692	0.06425345	0.155856786	Neutralism	neutralism
RBL156	RBL117	96	-0.013059996	0.016647303	0.09222969	0.083405244	Neutralism	neutralism
RBL156	RBL117	108	-0.005860348	0.014395122	0.284734	0.152562766	Neutralism	neutralism
RBL156	RBL117	120	0.00037617	0.016092651	0.931956917	0.115697825	Neutralism	neutralism
RBL156	RBL117	132	0.001075302	0.016827807	0.766289934	0.108319264	Neutralism	neutralism
RBL156	RBL117	144	-0.000221186	0.016778291	0.935325503	0.125570495	Neutralism	neutralism
RBL156	RBL117	156	0.00107481	0.019162302	0.714161781	0.099882465	Neutralism	neutralism
RBL156	RBL117	168	0.001261587	0.021439187	0.640120845	0.079342274	Neutralism	neutralism
RBL156	RBL391	12	0.00322949	0.039613237	0.392919398	2.5973E-06	Commensalism	commensalism
RBL156	RBL391	24	0.000947161	0.036679353	0.899427232	0.000285536	Commensalism	commensalism
RBL156	RBL391	36	0.011041339	0.032157558	0.261628668	0.001292214	Commensalism	commensalism
RBL156	RBL391	48	0.013115653	0.027262198	0.103283979	0.007184013	Commensalism	commensalism
RBL156	RBL391	60	0.009320164	0.02653973	0.09844883	0.008489051	Commensalism	commensalism
RBL156	RBL391	72	0.000739004	0.026526682	0.927688676	0.010320717	Commensalism	commensalism
RBL156	RBL391	84	-0.001280887	0.023946533	0.867923649	0.03983456	Commensalism	commensalism
RBL156	RBL391	96	-0.003997948	0.024096269	0.594182063	0.058905878	Neutralism	commensalism
RBL156	RBL391	108	-0.004879597	0.020403904	0.585012636	0.118173749	Neutralism	commensalism
RBL156	RBL391	120	-0.01014221	0.019263837	0.249591477	0.137385273	Neutralism	commensalism
RBL156	RBL391	132	-0.011610442	0.017605399	0.171328533	0.126707287	Neutralism	commensalism
RBL156	RBL391	144	-0.011381953	0.015505372	0.2324668	0.175422896	Neutralism	commensalism
RBL156	RBL391	156	-0.011806428	0.015481981	0.187116288	0.135986053	Neutralism	commensalism
RBL156	RBL391	168	-0.014743632	0.015732823	0.075568864	0.11416323	Neutralism	commensalism
RBL159	AN02	12	-0.005105116	0.103852008	0.034875009	5.62872E-10	Exploitation	exploitation
RBL159	AN02	24	-0.000306308	0.102842169	0.947676319	7.51407E-11	Commensalism	exploitation
RBL159	AN02	36	-0.004695728	0.133852869	0.593367982	1.48548E-05	Commensalism	exploitation
RBL159	AN02	48	-0.014722658	0.14004611	0.066393019	4.67947E-05	Commensalism	exploitation
RBL159	AN02	60	-0.032865229	0.125757385	0.000244125	5.67381E-06	Exploitation	exploitation
RBL159	AN02	72	-0.043937915	0.123414149	1.07757E-06	1.37461E-06	Exploitation	exploitation
RBL159	AN02	84	-0.05006089	0.123864181	7.43435E-07	9.66413E-07	Exploitation	exploitation
RBL159	AN02	96	-0.051877811	0.130392252	1.43197E-06	1.67221E-06	Exploitation	exploitation
RBL159	AN02	108	-0.051793061	0.128845462	2.13036E-06	8.82554E-06	Exploitation	exploitation
RBL159	AN02	120	-0.05148735	0.130523762	1.46344E-06	9.01036E-06	Exploitation	exploitation
RBL159	AN02	132	-0.051170988	0.130359298	8.41713E-07	2.27599E-06	Exploitation	exploitation
RBL159	AN02	144	-0.052452565	0.130602857	9.27003E-07	1.42726E-06	Exploitation	exploitation
RBL159	AN02	156	-0.055434751	0.12819912	9.50604E-07	8.51873E-07	Exploitation	exploitation
RBL159	AN02	168	-0.053166772	0.13039835	0.00015681	6.09524E-06	Exploitation	exploitation
RBL159	AN04	12	-0.069953072	0.11229034	0.07357178	3.8732E-06	Commensalism	exploitation
RBL159	AN04	24	-0.062850562	0.107090183	0.09684509	7.49541E-06	Commensalism	exploitation
RBL159	AN04	36	-0.089006003	0.112967621	0.019398466	1.82986E-05	Exploitation	exploitation
RBL159	AN04	48	-0.138127009	0.122866082	0.00066457	2.87835E-05	Exploitation	exploitation
RBL159	AN04	60	-0.170702684	0.12218897	6.10644E-05	5.58412E-06	Exploitation	exploitation
RBL159	AN04	72	-0.185160646	0.125096114	2.24634E-05	1.21789E-06	Exploitation	exploitation
RBL159	AN04	84	-0.189037052	0.125186811	1.25906E-05	2.82707E-06	Exploitation	exploitation
RBL159	AN04	96	-0.185807255	0.131685211	1.81645E-05	1.52043E-06	Exploitation	exploitation
RBL159	AN04	108	-0.179221641	0.131316195	2.6183E-05	1.42828E-06	Exploitation	exploitation
RBL159	AN04	120	-0.180581226	0.132559968	3.17846E-05	1.76094E-06	Exploitation	exploitation
RBL159	AN04	132	-0.175146473	0.13253719	5.3527E-05	1.84923E-06	Exploitation	exploitation
RBL159	AN04	144	-0.173093098	0.13290515	5.84315E-05	2.56299E-06	Exploitation	exploitation
RBL159	AN04	156	-0.170150107	0.131300751	6.1853E-05	3.97679E-06	Exploitation	exploitation
RBL159	AN04	168	-0.174522692	0.121921356	0.003025287	1.07792E-05	Exploitation	exploitation
RBL159	AN07	12	0.011656735	0.121028034	0.044460374	1.61641E-05	Cooperation	cooperation
RBL159	AN07	24	0.004287064	0.114115953	0.104107388	1.42797E-06	Commensalism	cooperation
RBL159	AN07	36	-0.012164948	0.144989532	0.265583374	0.000525685	Commensalism	cooperation
RBL159	AN07	48	-0.0316926	0.161632332	0.100794915	0.000170936	Commensalism	cooperation
RBL159	AN07	60	-0.027427358	0.148578655	0.170599742	2.8886E-05	Commensalism	cooperation
RBL159	AN07	72	-0.003098394	0.1443966	0.857842485	1.25494E-05	Commensalism	cooperation
RBL159	AN07	84	0.021723115	0.145107267	0.177374363	8.47315E-06	Commensalism	cooperation
RBL159	AN07	96	0.037049326	0.149960732	0.024837546	5.36307E-06	Cooperation	cooperation
RBL159	AN07	108	0.049743992	0.148475111	0.003560948	4.64877E-06	Cooperation	cooperation
RBL159	AN07	120	0.057617012	0.148780801	0.00106789	4.28109E-06	Cooperation	cooperation
RBL159	AN07	132	0.066334291	0.148529304	0.000385289	3.39122E-06	Cooperation	cooperation
RBL159	AN07	144	0.074075747	0.147382775	0.000245781	2.18376E-06	Cooperation	cooperation
RBL159	AN07	156	0.078768182	0.146834091	0.000171032	2.56668E-06	Cooperation	cooperation
RBL159	AN07	168	0.080877173	0.144795417	0.001342454	0.000205072	Cooperation	cooperation
RBL159	AN08	12	0.004730852	0.113690028	0.392824155	3.96918E-06	Commensalism	cooperation
RBL159	AN08	24	-0.002716216	0.104064665	0.340870074	1.10684E-07	Commensalism	cooperation
RBL159	AN08	36	-0.037657554	0.109572675	0.000122753	2.79985E-05	Exploitation	cooperation
RBL159	AN08	48	-0.063321253	0.117605527	4.96835E-05	0.00013354	Exploitation	cooperation
RBL159	AN08	60	-0.043881122	0.110364777	0.012199747	8.79693E-05	Exploitation	cooperation
RBL159	AN08	72	-0.013957773	0.11268704	0.327556408	2.89328E-05	Commensalism	cooperation
RBL159	AN08	84	0.010405857	0.116395985	0.416658031	6.91239E-06	Commensalism	cooperation
RBL159	AN08	96	0.028411202	0.124352171	0.03431026	3.55509E-06	Cooperation	cooperation
RBL159	AN08	108	0.041640494	0.124586104	0.003993388	2.65608E-06	Cooperation	cooperation
RBL159	AN08	120	0.049672104	0.126333734	0.001194964	2.17876E-06	Cooperation	cooperation
RBL159	AN08	132	0.058476611	0.125726815	0.000261511	1.35519E-06	Cooperation	cooperation
RBL159	AN08	144	0.063953279	0.124628884	0.00012997	1.25652E-06	Cooperation	cooperation
RBL159	AN08	156	0.066689017	0.12416214	0.000105059	2.03896E-06	Cooperation	cooperation
RBL159	AN08	168	0.073381175	0.12190596	0.000569055	0.000191537	Cooperation	cooperation
RBL159	AN09	12	0.001830982	0.104304244	0.669473587	2.20166E-06	Commensalism	exploitation
RBL159	AN09	24	0.001935068	0.094757883	0.797998294	1.00884E-06	Commensalism	exploitation
RBL159	AN09	36	-0.02327226	0.088201973	0.01505742	5.00195E-07	Exploitation	exploitation
RBL159	AN09	48	-0.066003052	0.088989859	9.28426E-05	5.9147E-07	Exploitation	exploitation
RBL159	AN09	60	-0.100084888	0.084534104	1.74361E-05	7.05586E-06	Exploitation	exploitation
RBL159	AN09	72	-0.111062466	0.092733967	9.28099E-06	3.27561E-06	Exploitation	exploitation
RBL159	AN09	84	-0.112140767	0.094934582	1.36344E-05	6.68792E-06	Exploitation	exploitation
RBL159	AN09	96	-0.107943559	0.102446199	1.70988E-05	3.84126E-06	Exploitation	exploitation
RBL159	AN09	108	-0.101318576	0.103569432	2.30708E-05	3.43171E-06	Exploitation	exploitation
RBL159	AN09	120	-0.100176928	0.10587961	4.06455E-05	6.05646E-06	Exploitation	exploitation
RBL159	AN09	132	-0.094329246	0.107907202	5.05197E-05	4.93327E-06	Exploitation	exploitation
RBL159	AN09	144	-0.091682045	0.108286081	9.80343E-05	7.23876E-06	Exploitation	exploitation
RBL159	AN09	156	-0.089347159	0.108517472	0.000136366	9.0084E-06	Exploitation	exploitation
RBL159	AN09	168	-0.094815439	0.103350796	0.002829147	0.000385442	Exploitation	exploitation
RBL159	AN10	12	-0.056611542	0.107043401	0.09306552	2.01325E-06	Commensalism	exploitation
RBL159	AN10	24	-0.053554527	0.102923547	0.10588355	6.84839E-06	Commensalism	exploitation
RBL159	AN10	36	-0.076438858	0.111339426	0.026857481	2.56365E-05	Exploitation	exploitation
RBL159	AN10	48	-0.112634084	0.129036472	0.003971018	2.49679E-05	Exploitation	exploitation
RBL159	AN10	60	-0.142498639	0.12634006	0.001509775	3.50912E-05	Exploitation	exploitation
RBL159	AN10	72	-0.151836951	0.125346659	0.001252423	5.77232E-05	Exploitation	exploitation
RBL159	AN10	84	-0.149552804	0.1255607	0.001807052	8.13502E-05	Exploitation	exploitation
RBL159	AN10	96	-0.14260175	0.131348484	0.003039857	5.34872E-05	Exploitation	exploitation
RBL159	AN10	108	-0.13720213	0.130809489	0.004670274	5.31737E-05	Exploitation	exploitation
RBL159	AN10	120	-0.133553353	0.133266792	0.006392317	4.05645E-05	Exploitation	exploitation
RBL159	AN10	132	-0.130431454	0.13450688	0.008315477	3.44272E-05	Exploitation	exploitation
RBL159	AN10	144	-0.124691339	0.134436756	0.010438548	3.51205E-05	Exploitation	exploitation
RBL159	AN10	156	-0.121763867	0.133989896	0.011858946	4.43881E-05	Exploitation	exploitation
RBL159	AN10	168	-0.125296685	0.124488336	0.04320735	0.000247662	Exploitation	exploitation
RBL159	AN11	12	-0.029838223	0.110148002	0.261951045	2.09867E-07	Commensalism	commensalism
RBL159	AN11	24	-0.028444712	0.10492136	0.26724622	4.30236E-07	Commensalism	commensalism
RBL159	AN11	36	-0.035004172	0.108938599	0.244957491	0.00011797	Commensalism	commensalism
RBL159	AN11	48	-0.057832106	0.117860759	0.103694871	0.00182087	Commensalism	commensalism
RBL159	AN11	60	-0.080707732	0.110090833	0.053134105	0.003006213	Commensalism	commensalism
RBL159	AN11	72	-0.085409772	0.112991275	0.056909713	0.00166314	Commensalism	commensalism
RBL159	AN11	84	-0.083703943	0.11521067	0.067596523	0.000999855	Commensalism	commensalism
RBL159	AN11	96	-0.078085367	0.122169098	0.093101539	0.0006182	Commensalism	commensalism
RBL159	AN11	108	-0.072562924	0.123683384	0.122304781	0.000476394	Commensalism	commensalism
RBL159	AN11	120	-0.069767248	0.123985708	0.142058899	0.000307975	Commensalism	commensalism
RBL159	AN11	132	-0.066488004	0.124398896	0.16775184	0.000238399	Commensalism	commensalism
RBL159	AN11	144	-0.06024888	0.124660892	0.212698689	0.000283184	Commensalism	commensalism
RBL159	AN11	156	-0.057521667	0.12426094	0.23242742	0.000197726	Commensalism	commensalism
RBL159	AN11	168	-0.053702444	0.122797142	0.382668695	0.001007857	Commensalism	commensalism
RBL159	AN14	12	-0.064996896	0.106451867	0.055511857	7.72607E-06	Commensalism	exploitation
RBL159	AN14	24	-0.059998032	0.104212257	0.069103521	1.10171E-07	Commensalism	exploitation
RBL159	AN14	36	-0.085889296	0.106102624	0.011516274	1.33996E-06	Exploitation	exploitation
RBL159	AN14	48	-0.130346807	0.116952053	0.000616265	1.17808E-05	Exploitation	exploitation
RBL159	AN14	60	-0.161084526	0.119721687	0.000242712	1.23344E-05	Exploitation	exploitation
RBL159	AN14	72	-0.171214649	0.128227297	0.000192928	4.89717E-06	Exploitation	exploitation
RBL159	AN14	84	-0.169198488	0.133120474	0.000293094	1.3361E-05	Exploitation	exploitation
RBL159	AN14	96	-0.163959683	0.140451205	0.000480714	2.04605E-05	Exploitation	exploitation
RBL159	AN14	108	-0.157364712	0.141440185	0.000874744	2.47744E-05	Exploitation	exploitation
RBL159	AN14	120	-0.155047136	0.142772234	0.001151662	2.32977E-05	Exploitation	exploitation
RBL159	AN14	132	-0.15229935	0.143411404	0.001576866	2.36551E-05	Exploitation	exploitation
RBL159	AN14	144	-0.145675544	0.144754149	0.002059204	3.58596E-05	Exploitation	exploitation
RBL159	AN14	156	-0.142048762	0.145140659	0.002371105	3.85316E-05	Exploitation	exploitation
RBL159	AN14	168	-0.138766321	0.14142057	0.024015649	7.54781E-05	Exploitation	exploitation
RBL159	AN17	12	0.0057728	0.111807769	0.078882554	3.52288E-07	Commensalism	exploitation
RBL159	AN17	24	0.014923047	0.105666834	0.035835426	7.0197E-06	Cooperation	exploitation
RBL159	AN17	36	0.000589533	0.113046901	0.959920574	0.000265264	Commensalism	exploitation
RBL159	AN17	48	-0.047070203	0.124508188	0.003082978	0.000782964	Exploitation	exploitation
RBL159	AN17	60	-0.07241412	0.117103211	0.000229189	0.001181424	Exploitation	exploitation
RBL159	AN17	72	-0.075465643	0.120713104	0.000157055	0.000577309	Exploitation	exploitation
RBL159	AN17	84	-0.074907956	0.122114066	0.000124272	0.000328935	Exploitation	exploitation
RBL159	AN17	96	-0.070797389	0.130044168	0.000157569	0.000216156	Exploitation	exploitation
RBL159	AN17	108	-0.067028261	0.130925338	0.000199201	0.000174826	Exploitation	exploitation
RBL159	AN17	120	-0.067346762	0.13239547	0.000257101	0.00016517	Exploitation	exploitation
RBL159	AN17	132	-0.064622368	0.132819557	0.000279552	0.000146963	Exploitation	exploitation
RBL159	AN17	144	-0.061959475	0.133351922	0.000520098	0.000125775	Exploitation	exploitation
RBL159	AN17	156	-0.061726638	0.132365502	0.000517608	0.000105725	Exploitation	exploitation
RBL159	AN17	168	-0.055120975	0.136954352	0.007436492	0.000449438	Exploitation	exploitation
RBL159	AN18	12	0.00342861	0.108813769	0.0105645	5.16617E-07	Cooperation	exploitation
RBL159	AN18	24	0.005850543	0.102458867	0.272738699	1.53501E-06	Commensalism	exploitation
RBL159	AN18	36	-0.019421144	0.103748528	0.023866096	2.25234E-06	Exploitation	exploitation
RBL159	AN18	48	-0.056883023	0.109228736	1.04062E-05	1.52234E-05	Exploitation	exploitation
RBL159	AN18	60	-0.08514008	0.107757861	1.36859E-05	2.28111E-05	Exploitation	exploitation
RBL159	AN18	72	-0.093218831	0.111754261	1.41341E-05	4.22682E-06	Exploitation	exploitation
RBL159	AN18	84	-0.08798013	0.116321819	3.8732E-05	1.21984E-06	Exploitation	exploitation
RBL159	AN18	96	-0.079587641	0.123677119	0.000119041	8.9304E-07	Exploitation	exploitation
RBL159	AN18	108	-0.068880236	0.125602517	0.000540095	5.38515E-07	Exploitation	exploitation
RBL159	AN18	120	-0.063983523	0.1266213	0.001891339	9.37491E-07	Exploitation	exploitation
RBL159	AN18	132	-0.056267362	0.126925611	0.004407658	8.96136E-07	Exploitation	exploitation
RBL159	AN18	144	-0.051382023	0.126300959	0.008946344	5.832E-07	Exploitation	exploitation
RBL159	AN18	156	-0.049265851	0.124316057	0.012416121	5.95628E-07	Exploitation	exploitation
RBL159	AN18	168	-0.053875473	0.120512844	0.06916371	0.000270102	Commensalism	exploitation
RBL159	AN19	12	-0.038513224	0.067481026	0.215793955	0.133469333	Neutralism	neutralism
RBL159	AN19	24	-0.042416956	0.061455971	0.138625086	0.144660494	Neutralism	neutralism
RBL159	AN19	36	-0.073356042	0.064573037	0.014524762	0.182994731	Amensalism	neutralism
RBL159	AN19	48	-0.108772709	0.070891477	0.001437237	0.221695607	Amensalism	neutralism
RBL159	AN19	60	-0.112770675	0.062110224	0.002049138	0.296673714	Amensalism	neutralism
RBL159	AN19	72	-0.088457352	0.063437348	0.020704767	0.298253489	Amensalism	neutralism
RBL159	AN19	84	-0.064667785	0.062058266	0.12038275	0.313965171	Neutralism	neutralism
RBL159	AN19	96	-0.042447052	0.070053136	0.337151132	0.257536795	Neutralism	neutralism
RBL159	AN19	108	-0.025797357	0.071692668	0.570244821	0.24184554	Neutralism	neutralism
RBL159	AN19	120	-0.016386519	0.072865537	0.728884417	0.236233023	Neutralism	neutralism
RBL159	AN19	132	-0.009006667	0.073646275	0.853669795	0.231823217	Neutralism	neutralism
RBL159	AN19	144	-0.003674007	0.073890335	0.94136537	0.225752695	Neutralism	neutralism
RBL159	AN19	156	0.000201677	0.075175096	0.996769847	0.214128785	Neutralism	neutralism
RBL159	AN19	168	-0.014092645	0.024090163	0.865987773	0.830337513	Neutralism	neutralism
RBL159	AN20	12	-0.154004099	0.098466542	0.001384835	2.7305E-06	Exploitation	exploitation
RBL159	AN20	24	-0.139485058	0.093250497	0.002986558	2.47522E-06	Exploitation	exploitation
RBL159	AN20	36	-0.162950727	0.098924333	0.001001996	0.000377935	Exploitation	exploitation
RBL159	AN20	48	-0.208095648	0.108157056	5.68691E-05	0.002208509	Exploitation	exploitation
RBL159	AN20	60	-0.23548117	0.103852039	6.19079E-06	0.001314889	Exploitation	exploitation
RBL159	AN20	72	-0.248787908	0.103658135	1.7015E-06	0.000998869	Exploitation	exploitation
RBL159	AN20	84	-0.255042625	0.102982185	9.04563E-07	0.000619963	Exploitation	exploitation
RBL159	AN20	96	-0.253082786	0.110034152	9.54979E-07	0.000383976	Exploitation	exploitation
